Posted Date,Transaction Date,Transaction Type,Check/Serial #,Description,Amount,Daily Posted Balance
12/10/2024,12/10/2024,POS,,JACKIE AND CO LL 12-10-24 MONROE6537 DEBIT CARD PURCHASE-PIN,($5.96),$642.85
12/11/2024,12/11/2024,Credit,,DPS ACH UBS FINSVC 2860 ERIC DAILY ACH CREDIT,$272.24,
12/11/2024,12/11/2024,POS,,Guardance exchange 12-10 VILNIAUS 6537 DEBIT CARD PURCHASE,($120),
12/11/2024,12/11/2024,POS,,COSTCO WHSE #0359 12-10-24 CHARLOTTE NC 6537 DEBIT CARD PURCHASE-PIN,($36.79),
12/11/2024,12/11/2024,POS,,JACKIE AND CO LL 12-11-24 MONROE6537 DEBIT CARD PURCHASE-PIN,($5.7),
12/11/2024,12/11/2024,Debit,,Guardance exchange 12-10 VILNIAUS 6537 INT'L SERVICE ASSESSMENT FEE,($3.6),$749.00
12/12/2024,12/12/2024,POS,,Amazon.com*ZR0NB62 12-11 Amzn.com/bill WA 6537 DEBIT CARD PURCHASE,($12.8),
12/12/2024,12/12/2024,POS,,365 MARKET 888 43 12-11 TROY MI6537 DEBIT CARD PURCHASE,($2.65),
12/12/2024,12/12/2024,ATM,,CASH APP*MARY MUNA 12-11 800-9691940 CA 6537 DEBIT CARD MISC DEBIT,($300),
12/12/2024,12/12/2024,POS,,JACKIE AND CO LL 12-12-24 MONROE6537 DEBIT CARD PURCHASE-PIN,($5.91),$427.64
12/13/2024,12/13/2024,Credit,,COWHOLES1 COSTCO WHOLESALE 7716ERIC DAILY ACH CREDIT,$1007.95,
12/13/2024,12/13/2024,POS,,PAYMENTICO.COM 12-12 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/13/2024,12/13/2024,POS,,PAYMENTICO.COM 12-12 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/13/2024,12/13/2024,POS,,JACKIE AND CO LL 12-12-24 MONROE6537 DEBIT CARD PURCHASE-PIN,($19.4),
12/13/2024,12/13/2024,Debit,,PAYMENTICO.COM 12-12 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/13/2024,12/13/2024,Debit,,PAYMENTICO.COM 12-12 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),$1372.95
12/16/2024,12/16/2024,POS,,365 MARKET 888 43 12-13 TROY MI6537 DEBIT CARD PURCHASE,($3.14),
12/16/2024,12/16/2024,POS,,MARATHON PETRO13 12-13-24 MONROE6537 DEBIT CARD PURCHASE-PIN,($25.55),
12/16/2024,12/16/2024,POS,,ITTO RAMEN & JAPAN 12-14 ASHEVILLE NC 6537 DEBIT CARD PURCHASE,($138.03),
12/16/2024,12/16/2024,POS,,CARRIAGE HOUSE 12-14 ASHEVILLE NC 6537 DEBIT CARD PURCHASE,($77.5),
12/16/2024,12/16/2024,POS,,FOOD LION #0034 100 E. 12-15-24MONROE 6537 DEBIT CARD PURCHASE-PIN,($24.74),
12/16/2024,12/16/2024,Debit,,E-PAYMENT DISCOVER 8736 INTERNETPAYMENT,($200),$903.99
12/17/2024,12/17/2024,POS,,2020 SMOKE SHOP 12-16 MONROE NC6537 DEBIT CARD PURCHASE,($5.34),$898.65
12/18/2024,12/18/2024,POS,,Wondrium GreatCour 12-17 703-5027300 VA 6537 DEBIT CARD RECURRING PYMT,($48.04),$850.61
12/19/2024,12/19/2024,POS,,PAYMENTICO.COM 12-18 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/19/2024,12/19/2024,POS,,PAYMENTICO.COM 12-18 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/19/2024,12/19/2024,POS,,PAYMENTICO.COM 12-18 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/19/2024,12/19/2024,POS,,PAYMENTICO.COM 12-18 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/19/2024,12/19/2024,POS,,PAYMENTICO.COM 12-18 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/19/2024,12/19/2024,POS,,PAYMENTICO.COM 12-18 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/19/2024,12/19/2024,POS,,PAYMENTICO.COM 12-18 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/19/2024,12/19/2024,POS,,PAYMENTICO.COM 12-18 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/19/2024,12/19/2024,POS,,365 MARKET 888 43 12-18 TROY MI6537 DEBIT CARD PURCHASE,($7.63),
12/19/2024,12/19/2024,POS,,GOOGLE *Audible 12-18 855-836-3987 CA 6537 DEBIT CARD RECURRING PYMT,($17.07),
12/19/2024,12/19/2024,POS,,IWC INTERNATIONAL 12-19 307-222-0026 CA 6537 DEBIT CARD PURCHASE,($12.6),
12/19/2024,12/19/2024,POS,,JACKIE AND CO LL 12-19-24 MONROE6537 DEBIT CARD PURCHASE-PIN,($5.86),
12/19/2024,12/19/2024,POS,,COSTCO WHSE #0359 12-19-24 CHARLOTTE NC 6537 DEBIT CARD PURCHASE-PIN,($21.33),
12/19/2024,12/19/2024,Debit,,PAYMENTICO.COM 12-18 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/19/2024,12/19/2024,Debit,,PAYMENTICO.COM 12-18 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/19/2024,12/19/2024,Debit,,PAYMENTICO.COM 12-18 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/19/2024,12/19/2024,Debit,,PAYMENTICO.COM 12-18 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/19/2024,12/19/2024,Debit,,PAYMENTICO.COM 12-18 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/19/2024,12/19/2024,Debit,,PAYMENTICO.COM 12-18 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/19/2024,12/19/2024,Debit,,PAYMENTICO.COM 12-18 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/19/2024,12/19/2024,Debit,,PAYMENTICO.COM 12-18 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),$613.16
12/20/2024,12/20/2024,Deposit,,MOBILE FROM ****2217 - TRUIST ONLINE TRANSFER,$10,
12/20/2024,12/20/2024,POS,,JACKIE AND CO LL 12-19-24 MONROE6537 DEBIT CARD PURCHASE-PIN,($50.75),$572.41
12/23/2024,12/23/2024,POS,,EPOCH.COM *Techn 12-19 Limassol6537 DEBIT CARD PURCHASE,($20.99),
12/23/2024,12/23/2024,POS,,EPOCH.COM *Techn 12-19 Limassol6537 DEBIT CARD PURCHASE,($20.99),
12/23/2024,12/23/2024,POS,,COSTCO WHSE #0359 12-20-24 CHARLOTTE NC 6537 DEBIT CARD PURCHASE-PIN,($2.9),
12/23/2024,12/23/2024,POS,,AMZN Mktp US*Z97PR 12-21 Amzn.com/bill WA 6537 DEBIT CARD PURCHASE,($234.83),
12/23/2024,12/23/2024,POS,,365 MARKET 888 43 12-21 TROY MI6537 DEBIT CARD PURCHASE,($2.65),
12/23/2024,12/23/2024,POS,,365 MARKET 888 43 12-22 TROY MI6537 DEBIT CARD PURCHASE,($2.65),
12/23/2024,12/23/2024,Debit,,EPOCH.COM *Techn 12-19 Limassol6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/23/2024,12/23/2024,Debit,,EPOCH.COM *Techn 12-19 Limassol6537 INT'L SERVICE ASSESSMENT FEE,($0.63),$286.14
12/24/2024,12/24/2024,POS,,365 MARKET 888 43 12-23 TROY MI6537 DEBIT CARD PURCHASE,($2.5),$283.64
12/26/2024,12/26/2024,POS,,D J*WSJ 12-25 800-568-7625 NJ 6537 DEBIT CARD RECURRING PYMT,($4.27),
12/26/2024,12/26/2024,POS,,Google Audible Aud 12-24 650-2530000 CA 6537 DEBIT CARD PURCHASE,($17.07),
12/26/2024,12/26/2024,POS,,COSTCO GAS #0359 12-26-24 CHARLOTTE NC 6537 DEBIT CARD PURCHASE-PIN,($44.75),
12/26/2024,12/26/2024,POS,,COSTCO WHSE #0359 12-26-24 CHARLOTTE NC 6537 DEBIT CARD PURCHASE-PIN,($52.53),$165.02
12/27/2024,12/27/2024,Credit,,COWHOLES1 COSTCO WHOLESALE 7716ERIC DAILY ACH CREDIT,$1187.18,
12/27/2024,12/27/2024,POS,,TROPSUNPROD.COM 12-25 877-2567029 DE 6537 DEBIT CARD PURCHASE,($14.94),
12/27/2024,12/27/2024,POS,,365 MARKET 888 43 12-26 TROY MI6537 DEBIT CARD PURCHASE,($2.5),$1334.76
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-27 441344586020 6537 DEBIT CARD PURCHASE,($20.99),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-27 441344586020 6537 DEBIT CARD RECURRING PYMT,($49.99),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-27 441344586020 6537 DEBIT CARD PURCHASE,($20.99),
12/30/2024,12/30/2024,POS,,365 MARKET 888 43 12-27 TROY MI6537 DEBIT CARD PURCHASE,($2.65),
12/30/2024,12/30/2024,POS,,COSTCO WHSE #0359 12-27-24 CHARLOTTE NC 6537 DEBIT CARD PURCHASE-PIN,($9.68),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-28 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-28 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-28 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-28 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-28 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/30/2024,12/30/2024,POS,,Google ONE AI Prem 12-28 650-2530000 CA 6537 DEBIT CARD PURCHASE,($19.99),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-28 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-28 441344586020 6537 DEBIT CARD RECURRING PYMT,($20.99),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-28 441344586020 6537 DEBIT CARD PURCHASE,($9.99),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-28 441344586020 6537 DEBIT CARD RECURRING PYMT,($9.99),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-28 441344586020 6537 DEBIT CARD RECURRING PYMT,($9.99),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-28 441344586020 6537 DEBIT CARD RECURRING PYMT,($9.99),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-28 441344586020 6537 DEBIT CARD RECURRING PYMT,($9.99),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-28 441344586020 6537 DEBIT CARD RECURRING PYMT,($9.99),
12/30/2024,12/30/2024,POS,,PAYMENTICO.COM 12-28 441344586020 6537 DEBIT CARD RECURRING PYMT,($9.99),
12/30/2024,12/30/2024,POS,,IWC INTERNATIONAL 12-28 307-222-0026 CA 6537 DEBIT CARD PURCHASE,($10.5),
12/30/2024,12/30/2024,POS,,365 MARKET 888 43 12-29 TROY MI6537 DEBIT CARD PURCHASE,($3.14),
12/30/2024,12/30/2024,POS,,WM SUPERC WAL-MART SUP 12-29-24MONROE 6537 DEBIT CARD PURCHASE-PIN,($19.15),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-27 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-27 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-27 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($1.5),
12/30/2024,12/30/2024,Debit,,PAYMENT CITI CARD ONLINE 421576903918094 INTERNET PAYMENT,($250),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-28 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.3),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-28 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.3),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-28 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.3),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-28 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.3),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-28 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.3),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-28 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.3),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-28 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.3),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-28 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-28 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-28 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-28 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-28 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-28 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),
12/30/2024,12/30/2024,Debit,,PAYMENTICO.COM 12-28 441344586020 6537 INT'L SERVICE ASSESSMENT FEE,($0.63),$701.55
12/31/2024,12/31/2024,POS,,FOOD LION #2256 5939 W 12-30-24WESLEY CHAPEL 6537 DEBIT CARD PURCHASE-PIN,($10.1),
12/31/2024,12/31/2024,POS,,LOWE'S #680 12-30-24 MONROE NC 6537 DEBIT CARD PURCHASE-PIN,($34.05),
12/31/2024,12/31/2024,Debit,,ACCOUNT NUMBER 177762217 PREAUTHORIZED TRANSFER,($5),$652.40
